"PASSENGERS","ORIGIN_COUNTRY","DEST_COUNTRY","MONTH",
1576.00,"US","AU",1,
1577.00,"US","CA",1,
1578.00,"US","CU",1,
1578.00,"PA","US",1,
1579.00,"US","ES",1,
1579.00,"AU","US",1,
1582.00,"CA","US",1,
1584.00,"US","CA",1,
1587.00,"MX","US",1,
1588.00,"US","SN",1,
1590.00,"US","MX",1,
1592.00,"CW","US",1,
1592.00,"US","MX",1,
1595.00,"CA","US",1,
1595.00,"MX","US",1,
1598.00,"CA","US",1,
1599.00,"KY","US",1,
1601.00,"US","CA",1,
1605.00,"US","IE",1,
1605.00,"US","MX",1,
1608.00,"BB","US",1,
1612.00,"CA","US",1,
1614.00,"US","MX",1,
1618.00,"US","MX",1,
1623.00,"US","CA",1,
1624.00,"US","CN",1,
1626.00,"CA","US",1,
1629.00,"SV","US",1,
1631.00,"US","SV",1,
1634.00,"US","CA",1,
1636.00,"US","AG",1,
1638.00,"CA","US",1,
1640.00,"US","ET",1,
1640.00,"CA","US",1,
1641.00,"MX","US",1,
1641.00,"US","PW",1,
1641.00,"US","CN",1,
1643.00,"MX","US",1,
1644.00,"US","IL",1,
1649.00,"US","MX",1,
1650.00,"US","MX",1,
1651.00,"US","DO",1,
1653.00,"IS","US",1,
1659.00,"US","MX",1,
1663.00,"US","SV",1,
1663.00,"US","MX",1,
1666.00,"MX","US",1,
1667.00,"US","MX",1,
1667.00,"IT","US",1,
1671.00,"CA","US",1,
1671.00,"US","MX",1,
1673.00,"US","CA",1,
1674.00,"NO","US",1,
1678.00,"US","MX",1,
1681.00,"US","JP",1,
1681.00,"IT","US",1,
1682.00,"CA","US",1,
1683.00,"US","CN",1,
1685.00,"US","MX",1,
1687.00,"US","CA",1,
1691.00,"DO","US",1,
1698.00,"CU","US",1,
1701.00,"MX","US",1,
1702.00,"US","MA",1,
1703.00,"US","CA",1,
1710.00,"IE","US",1,
1712.00,"US","BS",1,
1712.00,"TC","US",1,
1717.00,"US","VG",1,
1718.00,"US","BQ",1,
1724.00,"US","GT",1,
1727.00,"US","MX",1,
1728.00,"FR","US",1,
1733.00,"CR","US",1,
1736.00,"BR","US",1,
1741.00,"US","CA",1,
1741.00,"BQ","US",1,
1744.00,"SN","US",1,
1751.00,"MX","US",1,
1753.00,"DO","US",1,
1755.00,"US","MX",1,
1757.00,"US","UZ",1,
1758.00,"CA","US",1,
1762.00,"PA","US",1,
1764.00,"US","CA",1,
1775.00,"US","NO",1,
1778.00,"US","MA",1,
1783.00,"US","MX",1,
1784.00,"FR","US",1,
1784.00,"US","CN",1,
1789.00,"CA","US",1,
1797.00,"MX","US",1,
1801.00,"US","CA",1,
1801.00,"US","MX",1,
1802.00,"US","DO",1,
1806.00,"US","CO",1,
1811.00,"US","EG",1,
1811.00,"AG","US",1,
1811.00,"US","MX",1,
1817.00,"HN","US",1,
1819.00,"DE","US",1,
1819.00,"US","CA",1,
1827.00,"US","CN",1,
1828.00,"MX","US",1,
1829.00,"US","FR",1,
1832.00,"US","CN",1,
1835.00,"US","AG",1,
1838.00,"PF","US",1,
1839.00,"US","MX",1,
1839.00,"US","CA",1,
1844.00,"US","MX",1,
1851.00,"MX","US",1,
1851.00,"MA","US",1,
1852.00,"US","MX",1,
1853.00,"DK","US",1,
1858.00,"PW","US",1,
1859.00,"CA","US",1,
1859.00,"US","FI",1,
1862.00,"US","FR",1,
1863.00,"US","CU",1,
1864.00,"US","CA",1,
1865.00,"MX","US",1,
1865.00,"US","MX",1,
1866.00,"US","CA",1,
1873.00,"CN","US",1,
1873.00,"US","SE",1,
1876.00,"US","CU",1,
1877.00,"US","IL",1,
1878.00,"CN","US",1,
1880.00,"US","BS",1,
1881.00,"CA","US",1,
1881.00,"CA","US",1,
1882.00,"US","CA",1,
1883.00,"BS","US",1,
1883.00,"US","HK",1,
1887.00,"BM","US",1,
1888.00,"US","GT",1,
1889.00,"US","MX",1,
1891.00,"CA","US",1,
1893.00,"GT","US",1,
1893.00,"CA","US",1,
1896.00,"CA","US",1,
1896.00,"CN","US",1,
1897.00,"US","DO",1,
1900.00,"MX","US",1,
1903.00,"US","CA",1,
1907.00,"IE","US",1,
1911.00,"GT","US",1,
1915.00,"CN","US",1,
1917.00,"TW","US",1,
1922.00,"CA","US",1,
1924.00,"MX","US",1,
1932.00,"US","CA",1,
1934.00,"US","SV",1,
1934.00,"CA","US",1,
1935.00,"CA","US",1,
1936.00,"US","BB",1,
1943.00,"BS","US",1,
1945.00,"US","CA",1,
1947.00,"UZ","US",1,
1952.00,"US","MX",1,
1953.00,"MX","US",1,
1955.00,"MX","US",1,
1955.00,"CA","US",1,
1956.00,"US","MX",1,
1961.00,"ES","US",1,
1964.00,"BZ","US",1,
1964.00,"CN","US",1,
1977.00,"US","SV",1,
1981.00,"US","IE",1,
1982.00,"US","CN",1,
1990.00,"US","JP",1,
1993.00,"CA","US",1,
1997.00,"US","MX",1,
1998.00,"US","GT",1,
2000.00,"MA","US",1,
2001.00,"US","SX",1,
2002.00,"WS","US",1,
2004.00,"MX","US",1,
2005.00,"US","ES",1,
2005.00,"MX","US",1,
2006.00,"US","ES",1,
2007.00,"US","CU",1,
2018.00,"DO","US",1,
2019.00,"US","CA",1,
2020.00,"US","CN",1,
2021.00,"MX","US",1,
2023.00,"US","BS",1,
2026.00,"US","MX",1,
2029.00,"CA","US",1,
2033.00,"VG","US",1,
2035.00,"CA","US",1,
2041.00,"US","CA",1,
2048.00,"US","CA",1,
2048.00,"FR","US",1,
2048.00,"US","CA",1,
2051.00,"MX","US",1,
2062.00,"AG","US",1,
2064.00,"CA","US",1,
2064.00,"US","MX",1,
2070.00,"ES","US",1,
2072.00,"US","MX",1,
2073.00,"BS","US",1,
2075.00,"HT","US",1,
2078.00,"US","MX",1,
2080.00,"US","MX",1,
2082.00,"MX","US",1,
2084.00,"US","CA",1,
2084.00,"CN","US",1,
2089.00,"MX","US",1,
2091.00,"US","MX",1,
2091.00,"MX","US",1,
2093.00,"US","CN",1,
2096.00,"CA","US",1,
2099.00,"MX","US",1,
2103.00,"US","CA",1,
2104.00,"GB","US",1,
2108.00,"US","DO",1,
2109.00,"CA","US",1,
2109.00,"US","CA",1,
2109.00,"US","MX",1,
2111.00,"MX","US",1,
2116.00,"CA","US",1,
2117.00,"MX","US",1,
2121.00,"US","MX",1,
2123.00,"US","DO",1,
2123.00,"US","ES",1,
2125.00,"MX","US",1,
2128.00,"US","JM",1,
2128.00,"US","AR",1,
2130.00,"US","SV",1,
2132.00,"US","MX",1,
2133.00,"CN","US",1,
2137.00,"US","CN",1,
2137.00,"MX","US",1,
2139.00,"US","RS",1,
2144.00,"US","MX",1,
2145.00,"US","DE",1,
2146.00,"CA","US",1,
2147.00,"MX","US",1,
2152.00,"CA","US",1,
2153.00,"US","CA",1,
2153.00,"MX","US",1,
2156.00,"US","MX",1,
2156.00,"US","HT",1,
2156.00,"US","CA",1,
2160.00,"DO","US",1,
2163.00,"US","DK",1,
2171.00,"US","GT",1,
2172.00,"GT","US",1,
2174.00,"CO","US",1,
2175.00,"CA","US",1,
2176.00,"BR","US",1,
2177.00,"CU","US",1,
2177.00,"US","PA",1,
2183.00,"TT","US",1,
2184.00,"MX","US",1,
2184.00,"CN","US",1,
2185.00,"MX","US",1,
2185.00,"US","MX",1,
2187.00,"CA","US",1,
2188.00,"MX","US",1,
2188.00,"US","JM",1,
2190.00,"CA","US",1,
2190.00,"US","EC",1,
2190.00,"US","TW",1,
2191.00,"TT","US",1,
2191.00,"US","CN",1,
2192.00,"CA","US",1,
2192.00,"US","CA",1,
2193.00,"US","AR",1,
2196.00,"CA","US",1,
2198.00,"MX","US",1,
2199.00,"SV","US",1,
2203.00,"US","DE",1,
2211.00,"CN","US",1,
2213.00,"FJ","US",1,
2216.00,"PF","US",1,
2217.00,"CA","US",1,
2219.00,"US","ES",1,
2237.00,"US","BR",1,
2237.00,"US","SV",1,
2238.00,"US","CA",1,
2244.00,"US","CA",1,
2250.00,"US","SE",1,
2250.00,"FR","US",1,
2256.00,"US","MX",1,
2256.00,"MX","US",1,
2257.00,"CA","US",1,
2258.00,"SV","US",1,
2260.00,"US","MX",1,
2264.00,"CA","US",1,
2265.00,"US","GB",1,
2266.00,"US","GB",1,
2269.00,"CN","US",1,
2271.00,"MX","US",1,
2276.00,"SV","US",1,
2278.00,"CO","US",1,
2278.00,"US","IE",1,
2287.00,"US","CO",1,
2290.00,"US","BM",1,
2295.00,"ES","US",1,
2299.00,"JP","US",1,
2299.00,"HU","US",1,
2304.00,"DE","US",1,
2305.00,"MX","US",1,
2308.00,"IL","US",1,
2314.00,"CO","US",1,
2314.00,"US","CA",1,
2316.00,"MX","US",1,
2317.00,"US","BM",1,
2317.00,"ES","US",1,
2321.00,"US","PF",1,
2322.00,"US","TT",1,
2323.00,"SE","US",1,
2326.00,"SX","US",1,
2330.00,"US","CO",1,
2332.00,"US","MX",1,
2339.00,"CA","US",1,
2341.00,"CU","US",1,
2341.00,"MX","US",1,
2346.00,"US","NO",1,
2352.00,"US","MX",1,
2355.00,"US","CO",1,
2358.00,"CH","US",1,
2360.00,"US","IE",1,
2361.00,"SV","US",1,
2362.00,"US","CA",1,
2371.00,"US","FR",1,
2371.00,"RS","US",1,
2374.00,"US","NI",1,
2376.00,"BS","US",1,
2378.00,"US","NL",1,
2380.00,"US","IN",1,
2384.00,"US","PT",1,
2386.00,"US","NG",1,
2389.00,"US","CA",1,
2394.00,"US","CA",1,
2398.00,"PT","US",1,
2404.00,"CA","US",1,
2404.00,"CA","US",1,
2404.00,"CA","US",1,
2407.00,"US","JM",1,
2411.00,"US","CA",1,
2415.00,"US","AW",1,
2416.00,"US","CO",1,
2421.00,"ET","US",1,
2423.00,"US","BS",1,
2425.00,"US","MX",1,
2428.00,"US","CU",1,
2428.00,"AU","US",1,
2432.00,"CA","US",1,
2435.00,"DO","US",1,
2437.00,"US","BR",1,
2441.00,"US","DE",1,
2443.00,"US","GB",1,
2444.00,"US","CA",1,
2449.00,"GB","US",1,
2450.00,"US","AW",1,
2452.00,"IE","US",1,
2454.00,"US","AR",1,
2456.00,"US","MX",1,
2463.00,"US","JM",1,
2465.00,"US","CA",1,
2466.00,"BR","US",1,
2467.00,"CO","US",1,
2470.00,"US","CA",1,
2473.00,"SV","US",1,
2481.00,"CA","US",1,
2483.00,"US","ZA",1,
2484.00,"GB","US",1,
2485.00,"MX","US",1,
2490.00,"US","AE",1,
2492.00,"US","CA",1,
2495.00,"GT","US",1,
2500.00,"HK","US",1,
2500.00,"US","MX",1,
2512.00,"CA","US",1,
2513.00,"US","MX",1,
2529.00,"TW","US",1,
2536.00,"CA","US",1,
2536.00,"US","MX",1,
2537.00,"CA","US",1,
2538.00,"US","CA",1,
2539.00,"US","GB",1,
2539.00,"US","JP",1,
2539.00,"IS","US",1,
2540.00,"US","MX",1,
2541.00,"US","FR",1,
2543.00,"AU","US",1,
2545.00,"CA","US",1,
2546.00,"PA","US",1,
2548.00,"AW","US",1,
2548.00,"NL","US",1,
2552.00,"MX","US",1,
2559.00,"CA","US",1,
2559.00,"BM","US",1,
2563.00,"MX","US",1,
2565.00,"CN","US",1,
2569.00,"CA","US",1,
2572.00,"US","MX",1,
2572.00,"US","NL",1,
2575.00,"US","PT",1,
2576.00,"US","MX",1,
2577.00,"US","CA",1,
2577.00,"JM","US",1,
2579.00,"US","CA",1,
2583.00,"US","IL",1,
2583.00,"CA","US",1,
2590.00,"US","MX",1,
2592.00,"US","MX",1,
2598.00,"US","JM",1,
2600.00,"US","NL",1,
2607.00,"CA","US",1,
2608.00,"CU","US",1,
2616.00,"US","BZ",1,
2620.00,"US","EC",1,
2630.00,"CA","US",1,
2630.00,"US","SV",1,
2632.00,"US","GB",1,
2632.00,"CN","US",1,
2632.00,"IE","US",1,
2634.00,"CA","US",1,
2635.00,"DK","US",1,
2641.00,"US","MX",1,
2644.00,"US","CA",1,
2647.00,"MX","US",1,
2648.00,"US","GH",1,
2652.00,"US","TT",1,
2652.00,"US","CA",1,
2659.00,"MX","US",1,
2664.00,"PT","US",1,
2666.00,"US","SE",1,
2668.00,"US","HN",1,
2668.00,"US","ES",1,
2669.00,"CA","US",1,
2669.00,"NO","US",1,
2675.00,"US","DK",1,
2678.00,"CA","US",1,
2679.00,"MX","US",1,
2679.00,"US","CA",1,
2683.00,"US","CA",1,
2688.00,"US","PE",1,
2688.00,"US","DE",1,
2689.00,"US","HK",1,
2691.00,"CA","US",1,
2695.00,"MX","US",1,
2697.00,"ES","US",1,
2702.00,"US","CA",1,
2704.00,"US","CA",1,
2706.00,"FR","US",1,
2712.00,"JP","US",1,
2714.00,"US","JM",1,
2714.00,"AR","US",1,
2718.00,"MX","US",1,
2720.00,"US","MX",1,
2723.00,"MX","US",1,
2725.00,"CN","US",1,
2729.00,"US","HN",1,
2730.00,"US","CR",1,
2737.00,"US","MX",1,
2739.00,"MX","US",1,
2740.00,"US","DE",1,
2743.00,"MX","US",1,
2747.00,"US","MX",1,
2748.00,"US","GB",1,
2749.00,"US","NL",1,
2752.00,"US","CA",1,
2753.00,"CR","US",1,
2754.00,"US","FJ",1,
2758.00,"US","MX",1,
2759.00,"CA","US",1,
2762.00,"US","MX",1,
2766.00,"US","AU",1,
2766.00,"SE","US",1,
2768.00,"US","BM",1,
2771.00,"US","JM",1,
2774.00,"US","CH",1,
2775.00,"US","GB",1,
2784.00,"US","CN",1,
2785.00,"HN","US",1,
2790.00,"CA","US",1,
2790.00,"TT","US",1,
2794.00,"CA","US",1,
2795.00,"ET","US",1,
2798.00,"US","CA",1,
2798.00,"US","CA",1,
2805.00,"CA","US",1,
2805.00,"IL","US",1,
2807.00,"US","CA",1,
2810.00,"US","PT",1,
2810.00,"US","CO",1,
2810.00,"US","DE",1,
2812.00,"CA","US",1,
2813.00,"US","IS",1,
2814.00,"US","FR",1,
2818.00,"US","BS",1,
2821.00,"ZA","US",1,
2832.00,"MX","US",1,
2834.00,"CA","US",1,
2836.00,"US","MX",1,
2837.00,"US","FR",1,
2838.00,"GB","US",1,
2843.00,"MX","US",1,
2846.00,"US","CA",1,
2847.00,"BM","US",1,
2847.00,"US","MX",1,
2849.00,"US","MX",1,
2850.00,"US","DO",1,
2851.00,"US","MX",1,
2853.00,"CU","US",1,
2856.00,"CO","US",1,
2858.00,"GB","US",1,
2859.00,"US","AU",1,
2863.00,"US","SX",1,
2866.00,"US","MX",1,
2867.00,"AU","US",1,
2874.00,"US","CO",1,
2875.00,"MX","US",1,
2875.00,"US","JP",1,
2876.00,"NI","US",1,
2880.00,"US","CN",1,
2882.00,"US","CN",1,
2882.00,"MX","US",1,
2886.00,"US","FR",1,
2889.00,"FR","US",1,
2890.00,"US","MX",1,
2892.00,"US","PL",1,
2894.00,"MX","US",1,
2895.00,"US","CA",1,
2896.00,"US","MX",1,
2896.00,"US","CA",1,
2898.00,"CA","US",1,
2899.00,"IN","US",1,
2899.00,"MX","US",1,
2902.00,"US","BE",1,
2902.00,"US","HN",1,
2904.00,"US","MX",1,
2907.00,"BS","US",1,
2908.00,"ES","US",1,
2909.00,"MX","US",1,
2909.00,"DE","US",1,
2910.00,"US","CO",1,
2911.00,"US","ES",1,
2914.00,"US","NL",1,
2918.00,"US","BS",1,
2918.00,"US","PT",1,
2923.00,"CN","US",1,
2930.00,"US","DO",1,
2930.00,"US","GB",1,
2934.00,"US","ZA",1,
2936.00,"US","BR",1,
2939.00,"US","MX",1,
2940.00,"US","MX",1,
2944.00,"US","SV",1,
2950.00,"DE","US",1,
2950.00,"MX","US",1,
2953.00,"MX","US",1,
2959.00,"DE","US",1,
2961.00,"CR","US",1,
2963.00,"US","MX",1,
2964.00,"MX","US",1,
2967.00,"CU","US",1,
2969.00,"AR","US",1,
2971.00,"US","CN",1,
2980.00,"CR","US",1,
2980.00,"CA","US",1,
2981.00,"US","KY",1,
2988.00,"US","CR",1,
2989.00,"NG","US",1,
2991.00,"JP","US",1,
2992.00,"US","HN",1,
2993.00,"JM","US",1,
2994.00,"FR","US",1,
2996.00,"US","CA",1,
3000.00,"US","CA",1,
3001.00,"US","IE",1,
3001.00,"US","CN",1,
3002.00,"MX","US",1,
3002.00,"US","MX",1,
3011.00,"US","MX",1,
3021.00,"US","MX",1,
3021.00,"US","FI",1,
3022.00,"CA","US",1,
3023.00,"US","CA",1,
3025.00,"US","DE",1,
3025.00,"US","MX",1,
3027.00,"US","CN",1,
3032.00,"JM","US",1,
3034.00,"US","ES",1,
3036.00,"CA","US",1,
3038.00,"US","CN",1,
3041.00,"JM","US",1,
3041.00,"US","HN",1,
3043.00,"DO","US",1,
3043.00,"BM","US",1,
3044.00,"IE","US",1,
3052.00,"DE","US",1,
3053.00,"US","CN",1,
3053.00,"US","HT",1,
3054.00,"TC","US",1,
3055.00,"US","JM",1,
3056.00,"CA","US",1,
3059.00,"DE","US",1,
3060.00,"JP","US",1,
3061.00,"US","ES",1,
3063.00,"US","CA",1,
3065.00,"CA","US",1,
3068.00,"NL","US",1,
3068.00,"EC","US",1,
3069.00,"US","FR",1,
3071.00,"US","IS",1,
3073.00,"US","MX",1,
3074.00,"US","IS",1,
3076.00,"FR","US",1,
3077.00,"CN","US",1,
3080.00,"US","CA",1,
3081.00,"BM","US",1,
3081.00,"US","MX",1,
3081.00,"US","SV",1,
3098.00,"US","CA",1,
3100.00,"IL","US",1,
3104.00,"HN","US",1,
3105.00,"US","CA",1,
3105.00,"SX","US",1,
3105.00,"US","TC",1,
3109.00,"MX","US",1,
3112.00,"US","TT",1,
3114.00,"MX","US",1,
3114.00,"US","DO",1,
3114.00,"US","IE",1,
3116.00,"US","CA",1,
3117.00,"US","MX",1,
3118.00,"TC","US",1,
3122.00,"NL","US",1,
3123.00,"US","CR",1,
3123.00,"MX","US",1,
3124.00,"CA","US",1,
3126.00,"US","AG",1,
3127.00,"US","EC",1,
3127.00,"AU","US",1,
3131.00,"US","KY",1,
3131.00,"SV","US",1,
3133.00,"MX","US",1,
3141.00,"NL","US",1,
3142.00,"CN","US",1,
3147.00,"MX","US",1,
3152.00,"CO","US",1,
3153.00,"FI","US",1,
3154.00,"MX","US",1,
3155.00,"CA","US",1,
3159.00,"US","DE",1,
3159.00,"US","DO",1,
3159.00,"PE","US",1,
3162.00,"CO","US",1,
3164.00,"CA","US",1,
3165.00,"CA","US",1,
3172.00,"BE","US",1,
3174.00,"BS","US",1,
3174.00,"IL","US",1,
3174.00,"US","CA",1,
3176.00,"CN","US",1,
3178.00,"MX","US",1,
3178.00,"US","MX",1,
3182.00,"US","CA",1,
3187.00,"US","BB",1,
3188.00,"US","CA",1,
3188.00,"US","IL",1,
3188.00,"US","KY",1,
3189.00,"US","CU",1,
3190.00,"MX","US",1,
3195.00,"US","CA",1,
3196.00,"AR","US",1,
3199.00,"MX","US",1,
3202.00,"US","CA",1,
3202.00,"US","CA",1,
3203.00,"CO","US",1,
3203.00,"US","IT",1,
3203.00,"JM","US",1,
3204.00,"GB","US",1,
3206.00,"BB","US",1,
3209.00,"US","JO",1,
3209.00,"US","DO",1,
3210.00,"US","ES",1,
3212.00,"FR","US",1,
3213.00,"DE","US",1,
3217.00,"US","CA",1,
3217.00,"US","BR",1,
3220.00,"US","TC",1,
3221.00,"JM","US",1,
3222.00,"SV","US",1,
3223.00,"US","FR",1,
3224.00,"US","CR",1,
3225.00,"US","AR",1,
3226.00,"US","CA",1,
3226.00,"US","CO",1,
3228.00,"SV","US",1,
3231.00,"US","CA",1,
3232.00,"JP","US",1,
3233.00,"PT","US",1,
3234.00,"US","EC",1,
3235.00,"US","CA",1,
3236.00,"US","JM",1,
3239.00,"US","MX",1,
3242.00,"EG","US",1,
3244.00,"US","FR",1,
3244.00,"US","PA",1,
3247.00,"US","ET",1,
3247.00,"CA","US",1,
3248.00,"US","BM",1,
3252.00,"US","CA",1,
3253.00,"CR","US",1,
3254.00,"HN","US",1,
3255.00,"US","JP",1,
3256.00,"US","MX",1,
3256.00,"EC","US",1,
3258.00,"BS","US",1,
3262.00,"CA","US",1,
3267.00,"US","TC",1,
3271.00,"MX","US",1,
3272.00,"ES","US",1,
3272.00,"JM","US",1,
3281.00,"CA","US",1,
3283.00,"HN","US",1,
3285.00,"PT","US",1,
3290.00,"US","CA",1,
3294.00,"US","PL",1,
3297.00,"US","IE",1,
3303.00,"TC","US",1,
3303.00,"AU","US",1,
3316.00,"US","DE",1,
3320.00,"FI","US",1,
3320.00,"MX","US",1,
3321.00,"US","ES",1,
3323.00,"US","DO",1,
3323.00,"US","GB",1,
3327.00,"MX","US",1,
3329.00,"HT","US",1,
3331.00,"US","CA",1,
3337.00,"SX","US",1,
3342.00,"US","JP",1,
3344.00,"BS","US",1,
3346.00,"NL","US",1,
3347.00,"US","SX",1,
3347.00,"US","MX",1,
3350.00,"US","BZ",1,
3351.00,"CA","US",1,
3351.00,"US","CA",1,
3352.00,"CO","US",1,
3356.00,"US","CA",1,
3357.00,"CN","US",1,
3358.00,"US","CA",1,
3360.00,"US","AU",1,
3363.00,"AW","US",1,
3363.00,"US","CN",1,
3367.00,"MX","US",1,
3367.00,"EC","US",1,
3367.00,"CA","US",1,
3375.00,"US","CA",1,
3378.00,"KY","US",1,
3380.00,"ES","US",1,
3380.00,"IS","US",1,
3382.00,"BZ","US",1,
3382.00,"CA","US",1,
3397.00,"US","MX",1,
3399.00,"MX","US",1,
3400.00,"US","GY",1,
3402.00,"US","JM",1,
3405.00,"KY","US",1,
3406.00,"US","MX",1,
3407.00,"US","NL",1,
3411.00,"US","DO",1,
3411.00,"US","EC",1,
3412.00,"SG","US",1,
3416.00,"US","TW",1,
3417.00,"US","IT",1,
3418.00,"BR","US",1,
3419.00,"US","CA",1,
3419.00,"US","CO",1,
3422.00,"US","CA",1,
3423.00,"CA","US",1,
3426.00,"US","MX",1,
3426.00,"US","CN",1,
3428.00,"US","DO",1,
3428.00,"MX","US",1,
3429.00,"CA","US",1,
3429.00,"US","CN",1,
3430.00,"GB","US",1,
3431.00,"IE","US",1,
3433.00,"CN","US",1,
3433.00,"US","PT",1,
3434.00,"US","CA",1,
3434.00,"PL","US",1,
3441.00,"US","JM",1,
3441.00,"CA","US",1,
3441.00,"US","CA",1,
3443.00,"MX","US",1,
3446.00,"CA","US",1,
3449.00,"ES","US",1,
3449.00,"US","MX",1,
3449.00,"GH","US",1,
3452.00,"HN","US",1,
3452.00,"CN","US",1,
3456.00,"US","CA",1,
3458.00,"MX","US",1,
3459.00,"CN","US",1,
3461.00,"MA","US",1,
3462.00,"DE","US",1,
3463.00,"DE","US",1,
3464.00,"IS","US",1,
3468.00,"AT","US",1,
3469.00,"NL","US",1,
3472.00,"AG","US",1,
3473.00,"US","CA",1,
3478.00,"US","MX",1,
3478.00,"CA","US",1,
3479.00,"US","TT",1,
3480.00,"US","PA",1,
3482.00,"US","CA",1,
3483.00,"IT","US",1,
3487.00,"US","CO",1,
3488.00,"US","SX",1,
3488.00,"GD","US",1,
3489.00,"US","CA",1,
3489.00,"FR","US",1,
3494.00,"US","CA",1,
3494.00,"MX","US",1,
3495.00,"US","CA",1,
3495.00,"US","GH",1,
3496.00,"US","IE",1,
3501.00,"PA","US",1,
3501.00,"IE","US",1,
3502.00,"KY","US",1,
3503.00,"US","AT",1,
3505.00,"US","CA",1,
3506.00,"US","FR",1,
3510.00,"MX","US",1,
3513.00,"US","NL",1,
3513.00,"US","SX",1,
3519.00,"FR","US",1,
3525.00,"CR","US",1,
3529.00,"CA","US",1,
3530.00,"US","DE",1,
3532.00,"US","ES",1,
3533.00,"CH","US",1,
3534.00,"BZ","US",1,
3534.00,"CA","US",1,
3535.00,"US","DO",1,
3536.00,"US","BR",1,
3540.00,"BR","US",1,
3542.00,"US","CA",1,
3545.00,"CA","US",1,
3546.00,"US","JM",1,
3546.00,"CA","US",1,
3550.00,"CA","US",1,
3557.00,"JM","US",1,
3562.00,"US","CA",1,
3568.00,"FR","US",1,
3568.00,"BR","US",1,
3574.00,"MX","US",1,
3574.00,"AR","US",1,
3575.00,"MX","US",1,
3577.00,"MX","US",1,
3584.00,"US","BS",1,
3592.00,"CA","US",1,
3596.00,"US","CA",1,
3597.00,"PT","US",1,
3600.00,"US","MX",1,
3604.00,"CA","US",1,
3604.00,"FR","US",1,
3610.00,"CA","US",1,
3610.00,"US","CO",1,
3612.00,"US","ET",1,
3613.00,"US","CO",1,
3617.00,"US","BZ",1,
3618.00,"GB","US",1,
3618.00,"US","CA",1,
3619.00,"US","GY",1,
3622.00,"US","AU",1,
3623.00,"DE","US",1,
3627.00,"US","CN",1,
3628.00,"US","DE",1,
3628.00,"US","ES",1,
3628.00,"US","FR",1,
3630.00,"US","IS",1,
3631.00,"US","CA",1,
3636.00,"US","TC",1,
3637.00,"US","HT",1,
3637.00,"US","CA",1,
3637.00,"US","JM",1,
3640.00,"US","CA",1,
3640.00,"US","AT",1,
3645.00,"US","GY",1,
3645.00,"AT","US",1,
3647.00,"CA","US",1,
3648.00,"CA","US",1,
3657.00,"IT","US",1,
3657.00,"SV","US",1,
3659.00,"MX","US",1,
3659.00,"CO","US",1,
3661.00,"US","DO",1,
3662.00,"MX","US",1,
3664.00,"CA","US",1,
3664.00,"US","MX",1,
3664.00,"US","NL",1,
3669.00,"US","CA",1,
3670.00,"US","AU",1,
3670.00,"US","CA",1,
3670.00,"US","MX",1,
3671.00,"US","MX",1,
3671.00,"CN","US",1,
3673.00,"ES","US",1,
3675.00,"US","GT",1,
3679.00,"US","SV",1,
3680.00,"AW","US",1,
3681.00,"GT","US",1,
3683.00,"PL","US",1,
3685.00,"CA","US",1,
3686.00,"ES","US",1,
3687.00,"US","CA",1,
3691.00,"MX","US",1,
3699.00,"BZ","US",1,
3699.00,"SX","US",1,
3700.00,"DO","US",1,
3702.00,"CO","US",1,
3702.00,"CA","US",1,
3703.00,"MX","US",1,
3703.00,"US","CO",1,
3706.00,"US","NG",1,
3710.00,"CA","US",1,
3710.00,"CN","US",1,
3712.00,"CA","US",1,
3716.00,"US","CA",1,
3717.00,"US","GB",1,
3718.00,"CA","US",1,
3718.00,"MX","US",1,
3718.00,"US","DE",1,
3719.00,"CA","US",1,
3722.00,"MX","US",1,
3724.00,"US","HK",1,
3724.00,"US","SG",1,
3729.00,"CA","US",1,
3730.00,"NL","US",1,
3730.00,"US","KY",1,
3730.00,"PA","US",1,
3732.00,"EC","US",1,
3734.00,"CR","US",1,
3735.00,"AE","US",1,
3735.00,"US","JM",1,
3736.00,"US","CA",1,
3737.00,"NZ","US",1,
3738.00,"US","CA",1,
3738.00,"US","DE",1,
3739.00,"MX","US",1,
3743.00,"GB","US",1,
3746.00,"US","SG",1,
3750.00,"GB","US",1,
3753.00,"TT","US",1,
3754.00,"US","PT",1,
3757.00,"HT","US",1,
3757.00,"DO","US",1,
3758.00,"US","CA",1,
3760.00,"US","CA",1,
3766.00,"JO","US",1,
3766.00,"PA","US",1,
3767.00,"US","JP",1,
3767.00,"US","IS",1,
3776.00,"CA","US",1,
3783.00,"US","CA",1,
3785.00,"US","NI",1,
3786.00,"US","MX",1,
3789.00,"US","SX",1,
3792.00,"ES","US",1,
3792.00,"US","DO",1,
3802.00,"US","CO",1,
3804.00,"CN","US",1,
3806.00,"MX","US",1,
3806.00,"US","CO",1,
3809.00,"JM","US",1,
3810.00,"MX","US",1,
3810.00,"US","JP",1,
3811.00,"US","MX",1,
3812.00,"GD","US",1,
3822.00,"US","PE",1,
3823.00,"CA","US",1,
3823.00,"CA","US",1,
3826.00,"IE","US",1,
3830.00,"US","MX",1,
3832.00,"US","CR",1,
3832.00,"US","FR",1,
3832.00,"JP","US",1,
3833.00,"CO","US",1,
3834.00,"US","FR",1,
3837.00,"US","EC",1,
3837.00,"US","CA",1,
